brandname,pid,pname,product_price,product_volume,category
더샘,89466,에코 소울 에센스 쿠션 아쿠아 맥스 SPF50+ PA+++,"20,000원",15g,"파운데이션,쿠션타입"
더샘,88962,에코 소울 에센스 쿠션 올 커버 SPF50+ PA++++,"20,000원",13g,"파운데이션,쿠션타입"
더샘,80004,에코 소울 커버 스테이 파운 밤,"20,000원",17g,파운데이션
더샘,77188,커버 퍼펙션 컨실러 파운데이션,"15,000원",38g,파운데이션
더샘,92085,파운데이션 SPF50+ PA+++,"20,000원",30ml,파운데이션
더샘,65209,샘물 아쿠아 글로우 쿠션,"13,000원",15g,"파운데이션,쿠션타입"
더샘,72302,샘물 기름종이 쿠션,"9,000원",12g,"파운데이션,쿠션타입"
더샘,93830,에코 소울 스킨 웨어 파운데이션,"16,000원",30ml,파운데이션
더샘,12475,에코 소울 리얼 핏 파운데이션 SPF30 PA++,"13,900원",40ml,파운데이션
더샘,74675,에코 소울 바운스 크림 파운데이션 SPF50 PA+++,"16,000원",15g,"파운데이션,쿠션타입"
더샘,64749,에코 소울 온천수 세럼 파운데이션,"16,000원",30ml,파운데이션
더샘,103462,에코 소울 바운스 크림 파운데이션 매트 SPF30 PA++,"16,000원",15g,"파운데이션,쿠션타입"
더샘,76886,에코 소울 무스 파운데이션,"16,000원",12g,파운데이션
더샘,98209,샘물 퍼펙트 포어 쿠션,"10,000원",12g,"파운데이션,쿠션타입"
더샘,89464,에코 소울 에센스 쿠션 매트 롱웨어 SPF50+ PA+++,"20,000원",15g,"파운데이션,쿠션타입"
더샘,85768,올 댓 키트 베이스 메이크업,"14,000원",4ml*3,파운데이션
더연코스메틱,24460,연꽃 고운 빛 에이에이(AA) 틴테이션,"18,800원",50ml,파운데이션
더연코스메틱,33369,씨엠케이 포어 블레미쉬 비씨 스틱 SPF45 PA++,"18,800원",12g,파운데이션
더페이스샵,92829,잉크래스팅 파운데이션 슬림핏 SPF30 PA++,"18,000원",30ml,파운데이션
더페이스샵,104533,잉크래스팅 파운데이션 슬림핏 투고 SPF30 PA++,"23,000원",15g,"파운데이션,쿠션타입"
더페이스샵,36435,60초 수분 자석팩트 ,"24,900원",11g ,"파운데이션,팩트"
더페이스샵,88874,골드 콜라겐 앰플 광 파운데이션,"24,000원",10g,"파운데이션,쿠션타입"
더페이스샵,8407,명한미인도파운데이션 SPF20PA++,"19,000원",35ml,파운데이션
더페이스샵,82885,멀티스틱 파운데이션 SPF45 PA++,"18,000원",12g,파운데이션
더페이스샵,20484,골드 콜라겐 앰플 커버 SPF50 PA+++,"24,000원",11g,파운데이션
더페이스샵,91084,안티 다크닝 쿠션 SPF50+ PA+++,"20,000원",15g,"파운데이션,쿠션타입"
더페이스샵,25801,4D 퍼펙션 롤러 파운데이션,"18,900원",8g,파운데이션
더페이스샵,7456,쿠션 스크린셀 SPF50+ PA+++,"26,900원",15g,"파운데이션,쿠션타입"
더페이스샵,27241,15HR 커버 라스팅 파운데이션 SPF50+ PA+++,"15,000원",35g,파운데이션
더페이스샵,20488,골드 콜라겐 앰플 파운데이션 SPF30++,"22,000원",40ml,파운데이션
더페이스샵,616,무결점 피팅 파운데이션 SPF25 PA++,"18,900원",40ml,파운데이션
더페이스샵,27240,베어스킨 누드 파데 SPF30PA++,"15,000원",35g,파운데이션
더페이스샵,100639,BB 파워 퍼펙션 쿠션 [도날드덕] SPF50+ PA+++,"20,000원",15g,"파운데이션,쿠션타입"
더페이스샵,93406,워터프루프 쿠션 SPF50+ PA+++,"20,000원",15g,"파운데이션,쿠션타입"
더페이스샵,8412,페이스 잇 오일 컷 모공 파운데이션 SPF20 PA++,"13,900원",35ml,파운데이션
더페이스샵,21521,홀리데이 러브에디션 쿠션 스크린셀 내추럴,"26,900원",15g+15g,"파운데이션,쿠션타입"
더페이스샵,21522,홀리데이 러브에디션 쿠션 스크린셀 커버,"26,900원",15g+15g,"파운데이션,쿠션타입"
더페이스샵,8411,러블리믹스엔젤스킨파운데이션,"5,900원",30ml,파운데이션
데생(DESSIN),81534,버블 에센스 팩트,"33,000원",13g,파운데이션
데이셀,76776,메디 랩 블랙로즈 앰플 쿠션,"25,000원",15g,"파운데이션,쿠션타입"
데일리스킨,89570,슬림핏 커버 에센스 쿠션 SPF50+ PA+++,"38,000원",15g,"파운데이션,쿠션타입"
데일리스킨,93995,베리베리 매트커버 파운데이션 SPF30+ PA++,"34,000원",15g,"파운데이션,쿠션타입"
데일리스킨,93722,피치피치 촉촉커버 쿠션 SPF50+ PA+++,"34,000원",13g,"파운데이션,쿠션타입"
돌체앤가바나,80625,퍼펙트 매트 리퀴드 파운데이션,0원,28.34g,파운데이션
동인비,16169,동인비영 파운데이션,"47,000원",30ml,파운데이션
듀이셀(DEWYCEL),104740,슈퍼플쿠션 SPF50+ PA+++,"71,000원",15g,"파운데이션,쿠션타입"
들라크루아,74177,피팅 파운데이션 ,"23,000원",30g,파운데이션
디어달리아,96213,스킨 파라다이스 블루밍 쿠션 파운데이션 SPF30 PA++,"38,000원",14ml,"파운데이션,쿠션타입"
디오디너리(The Ordinary),96032,세럼 파운데이션 SPF15,"7,800원",30ml,파운데이션
디오디너리(The Ordinary),96729,커버리지 파운데이션 SPF 15,"7,900원",30ml,파운데이션
디올,51661,스킨 에어플래쉬 스프레이 파운데이션,0원,65g,파운데이션
디올,16781,스킨 스타 스튜디오 메이크업,"73,000원",30ml,파운데이션
디올,625,디올스킨 포에버 플루이드 파운데이션,"73,000원",30ml,파운데이션
디올,18444,캡춰 토탈 트리플 코렉팅 세럼 파운데이션 SPF25,"90,000원",30ml,파운데이션
디올,85909,스킨 포에버 퍼펙트 쿠션,"75,000원",30ml,"파운데이션,쿠션타입"
디올,78924,스노우 블룸 퍼펙트 퍼펙트 모이스트쿠션 SPF50+-PA+++,"100,000원",15g*2,"파운데이션,쿠션타입"
디올,78543,캡춰 토탈 드림 스킨 퍼펙트 스킨 쿠션,"100,000원",15g*2,"파운데이션,쿠션타입"
디올,21265,스노우 화이트 리빌 프레쉬 트랜스퍼런시 리퀴드 파운데이션 SPF30/PA+++,"72,000원",30ml,파운데이션
디올,1780,스킨 누드 내츄럴 글로우 래디언트 파운데이션 SPF15,"63,000원",30ml,파운데이션
디올,49349,프레스티지 라 크렘 드 뗑,"135,000원",30ml,파운데이션
디올,103341,포에버 언더커버 24H 웨어 풀 커버리지 파운데이션,"68,000원",40ml,파운데이션
디올,2939,프레스티지 사틴 리바이탈라이징 크림 파운데이션,"120,000원",30ml,파운데이션
디올,11338,스노우 화이트 리빌 퓨어 앤 퍼펙트 트랜스 퍼런시 컴팩트 파운데이션,"80,000원",8.5g,파운데이션
디올,626,스킨 누드 플루이드 파운데이션,"73,000원",30ml,파운데이션
디올,83542,디올 프레스티지 르 넥타 드 뗑,"135,000원",30ml,파운데이션
디올,27752,스킨 누드 에어 세럼 파운데이션 SPF25 PA++,"75,000원",30ml,파운데이션
디올,59880,디올스킨 포에버 플로리스 퍼펙션 퓨전 웨어 메이크업 SPF25/PA+++,"72,000원",30ml,파운데이션
디올,627,디올스킨 포에버 컴팩트 파운데이션,"73,000원",10g,"파운데이션,팩트"
뜨엘,24109,리퀴드 쿠션팩트 SPF50+ PA+++,"46,000원",15g,"파운데이션,쿠션타입"
뜨엘,91956,세리사이트 파운데이션 SPF50+ PA+++,"32,000원",30ml,파운데이션
뜨엘,83021,리퀴드 쿠션팩트 에센스,"32,000원",14g,"파운데이션,쿠션타입"
뜨엘,43185,아쿠아 미네랄 파운데이션 플러스 SPF25 PA++,"32,000원",45ml,파운데이션
뜨엘,24981,아쿠아 미네랄 파운데이션,"32,000원",40ml,파운데이션
라 메르(LA MER),9043,트리트먼트 플루이드 파운데이션,"100,000원",30ml,파운데이션
라 메르(LA MER),105748,루미너스 리프팅 쿠션 파운데이션 SPF20,"145,000원",12g*2,"파운데이션,쿠션타입"
라 메르(LA MER),78778,더 소프트 플루이드 롱 웨어 파운데이션 SPF20,"140,000원",30ml,파운데이션
라 메르(LA MER),38700,리페러티브 스킨 틴트 SPF30/PA+++,"120,000원",40ml,파운데이션
라 프레리,75909,스킨 캐비아 컨실러 화운데이션 SPF15,"285,000원",30ml,파운데이션
라 프레리,2942,안티-에이징 파운데이션 쎌루라 에멀전 SPF15,"150,000원",30ml,파운데이션
라곰,101184,CF 쿠션 SPF50+ PA+++,"33,000원",14g,"파운데이션,쿠션타입"
라끄베르,94586,스노우 에센스 빅팩트 SPF50+ PA+++,"29,000원",25g,"파운데이션,팩트"
라끄베르,17675,엘브이 에센셜 파운데이션,"17,000원",35ml,파운데이션
라끌랑(LAQLANC),94072,퍼펙트 파우더리 커버쿠션 SPF50+ PA+++,"37,000원",15g,"파운데이션,쿠션타입"
라끌랑(LAQLANC),92551,퍼펙트 모이스춰 수분샤워 쿠션 SPF50+PA+++,"37,000원",15g,"파운데이션,쿠션타입"
라네즈,12175,스킨베일 파운데이션 EX SPF25 PA++,"32,000원",30g,파운데이션
라네즈,12158,워터수프림 파운데이션 SPF15 PA+,"38,000원",30ml,파운데이션
라네즈,93436,워터 글로우 젤 파운데이션,"38,000원",35g,파운데이션
라네즈,102181,레이어링 커버 쿠션 & 컨실링 베이스 SPF34 PA++,"32,000원",14g+2.5g,"파운데이션,쿠션타입"
라네즈,12157,에어라이트 파운데이션 SPF 25 PA++,"37,000원",30ml,파운데이션
라네즈,24003,워터 수프림 크리미 파운데이션 SPF30 PA++,"38,000원",12g,파운데이션
라네즈,12148,포에버 데피니트 컴팩트 파운데이션 SPF32 PA+++,"40,000원",9g,파운데이션
라뒤레,98862,리퀴드 파운데이션,0원,30ml,파운데이션
라라베시,33852,악마쿠션 S.F 베이비핑크 (ICE CUTE EDITION),"24,000원",20g,"파운데이션,쿠션타입"
라라베시,49741,악마베이스 파운데이션 SF,"21,000원",30ml,파운데이션
라라베시,103126,악마쿠션2 FW-304 SPF50+ PA+++,"24,000원",20g,"파운데이션,쿠션타입"
라라베시,21286,악마쿠션 F.W,"24,000원",20g,"파운데이션,쿠션타입"
라라베시,79809,악마쿠션 S.S 304,"22,000원",20g,"파운데이션,쿠션타입"
라라베시,78012,악마쿠션 SF-304,"12,000원",20g,파운데이션
라라베시,51417,악마베이스 파운데이션 FW,"21,000원",30ml,파운데이션
라라베시,11661,악마쿠션 SS,"24,000원",40g,"파운데이션,쿠션타입"
라로슈포제,12242,똘러리앙 파운데이션 SPF 25,"37,000원",30ml,파운데이션
라미화장품,81421,마귀할멈 붕대 비비크림 SPF30 PA++,"25,600원",50ml,파운데이션
라벨영,91895,쇼킹시럽파운데이션(쇼킹듀얼파데) SPF50+ PA+++,"29,000원",5ml+5ml,파운데이션
라벨영,93308,쇼킹반반쿠션 블루 에디션(안녕반반) SPF50+ PA++,"33,000원",15g,"파운데이션,쿠션타입"
라벨영,78854,쇼킹반반쿠션(안녕반반),"33,000원",15g,"파운데이션,쿠션타입"
라보메,23377,노예쿠션 SPF50 PA+++,"27,500원",21g,"파운데이션,쿠션타입"
라보케어,37890,더마비타 에어쉬폰,"19,500원",15g,"파운데이션,쿠션타입"
라비다,19875,루미너스 파운데이션 SPF27/PA++,"50,000원",40ml,파운데이션
라비오뜨,97462,샤또 라비오뜨 와인 파운데이션 스틱,"22,000원",7.5g,파운데이션
라빠레뜨뷰티,93664,더블메쉬블러팩트 SPF50+PA+++,"42,000원",12.5g,"파운데이션,쿠션타입"
라임코스메틱,78802,리얼 커버 핑크쿠션(기름종이 쿠션),"35,000원",20g,"파운데이션,쿠션타입"
라임코스메틱,50657, V 콜라겐 앰플 쿠션,"35,000원",20g,"파운데이션,쿠션타입"
랑세,74918,컴팩트 파운데이션,"69,900원",-,파운데이션
랑콤,14361,마뜨 미라클 24H 파운데이션,"65,000원",30ml,파운데이션
랑콤,25302,압솔뤼 수블라임 레쥬브네이팅 에센스 파운데이션,"130,000원",30ml,파운데이션
랑콤,636,뗑 미라클 아우라 파운데이션 SPF15 PA++,"67,000원",30ml,파운데이션
랑콤,87538,블랑 엑스퍼트 쿠션 컴팩트 하이 커버리지 SPF50+ PA+++,"48,000원",13g,파운데이션
랑콤,76526,뗑 아이돌 울트라 24H 파운데이션 SPF 15,0원,30ml,파운데이션
랑콤,99082,뗑 미라클 아우라 컴팩트,"56,000원",10g,파운데이션
랑콤,15040,마끼 블랑 미라클 컴팩트 파운데이션 SPF35 PA++,"72,000원",9g,파운데이션
랑콤,2005,뗑 미라클 컴팩트 파운데이션,"72,000원",10g,"파운데이션,팩트"
랑콤,82787,노엘 스파클링 쿠션 컴팩트 하이 커버리지,"44,000원",13g,"파운데이션,쿠션타입"
랑콤,53201,압솔뤼 메이크업 리플레니쉬,0원,1p,파운데이션
랑콤,25042,압솔뤼 수블라임 래디언스 컴팩트 파운데이션,"125,000원",9g,파운데이션
랑콤,27765,마끼 블랑 미라클 내츄럴 브라이트닝 파운데이션 SPF26 PA++,"65,000원",30ml,파운데이션
랑콤,80023,뗑 아이돌 울트라 쿠션 파운데이션,0원,13g,"파운데이션,쿠션타입"
랑콤,27299,블랑 엑스퍼트 쿠션 컴팩트,"65,000원",14g*2,"파운데이션,쿠션타입"
랑콤,65993,블랑 엑스퍼트 쿠션 컴팩트 하이 커버리지 SPF50+ PA+++,"68,000원",13g,"파운데이션,쿠션타입"
랑콤,86167,압솔뤼 로즈 앰플 쿠션 컴팩트 SPF 50+ PA+++,"110,000원",13g,"파운데이션,쿠션타입"
랑콤,82935,노엘 스파클링 쿠션 컴팩트 네추럴 커버리지,"44,000원",13g,"파운데이션,쿠션타입"
랑콤,99091,뗑 미라클 핏 파운데이션 SPF25 PA+++,"68,000원",30ml,파운데이션
랑콤,85649,스프링 쿠션 컴팩트 하이커버리지 SPF50 PA++,"44,000원",13g,"파운데이션,쿠션타입"
랑콤,15039,압솔뤼 프레셔스 셀 크림 파운데이션,"110,000원",35ml,파운데이션
랩코스(LAPCOS),88959,스킨 틴트 SPF30 PA++,"23,000원",40ml,파운데이션
랩코스(LAPCOS),26567,에그핏 파운데이션 SPF37 PA++,"19,000원",30ml,파운데이션
랩코스(LAPCOS),94012,스킨틴트 커버 쿠션 SPF50+ PA++++,"22,000원",15g,"파운데이션,쿠션타입"
랩코스(LAPCOS),99013,스킨틴트-벨벳 SPF20 PA++,"23,000원",25ml,파운데이션
랩코스(LAPCOS),26564,더블릿 커버 쿠션 SPF37 PA++,"20,000원",12g,"파운데이션,쿠션타입"
랩코스(LAPCOS),87787,컨실틴트,"23,000원",30ml,파운데이션
랩코스(LAPCOS),26565,스테이 위드 미 쿠션 SPF37 PA++,"20,000원",12g,"파운데이션,쿠션타입"
러비버디,102925,올인원 쿠션 SPF50+ PA+++,"5,500원",4g,"파운데이션,쿠션타입"
러쉬(LUSH),44181,제키 오우츠,"22,500원",20g,파운데이션
러쉬(LUSH),44173,라이트 핑크,"22,500원",20g,파운데이션
러쉬(LUSH),44177,라이트 옐로우,"22,500원",20g,파운데이션
레브론(revlon),13794,컬러스테이 아쿠아 미네랄 메이크업 파운데이션,"35,000원",9.9g,"파운데이션,파우더"
레브론(revlon),13802,포토레디 메이크업 파운데이션,"38,000원",30ml,파운데이션
레브론(revlon),13800,에이지디파잉 메이크업 위드 보타펌 파운데이션,"27,000원",37ml,파운데이션
레브론(revlon),13803,컬러스테이 메이크업 파운데이션,"24,000원",30ml,파운데이션
레브론(revlon),98520,유스 에프엑스 필 블러 파운데이션 SPF 20,"29,000원",30ml,파운데이션
레브론(revlon),45221,컬러스테이 휩 크림 파운데이션,"26,000원",23.7ml,파운데이션
레브론(revlon),48953,포토레디 인스타-픽스 밤스틱 파운데이션 ,"24,000원",6.8g,파운데이션
레브론(revlon),80775,컬러스테이 투인원 컴팩트 파운데이션 앤 컨실러,"29,000원",11g+1.3g,"파운데이션,컨실러"
레오롬,22619,프레스티쥬 스킨 커버 밤 SPF36 PA++,"60,000원",15g*2,파운데이션
레오롬,22618,프레스티쥬 파운데이션 스틱 SPF30 PA++,"28,000원",14g,파운데이션
레파차지,18955,미네랄 파운데이션,"68,000원",30ml,파운데이션
렛헐메이크오버,85189,내꺼쿠션,"28,000원",15g,"파운데이션,쿠션타입"
로고나,24402,퍼팩트 피니시,"49,000원",9g,파운데이션
로덱스,71915,오버올네츄럴밤,0원,50ml,파운데이션
로라메르시에,5891,실크 크림 파운데이션,"60,000원",35ml,파운데이션
로라메르시에,5903,일루미네이팅 틴티드 모이스처라이저,"60,000원",50ml,파운데이션
로라메르시에,5900,오일프리 틴티드 모이스춰라이저,"62,000원",50ml,파운데이션
로라메르시에,5893,오리지널 틴티드 모이스춰라이저,"62,000원",50ml,파운데이션
로라메르시에,59740,캔들 글로우 파운데이션,"68,000원",30ml,파운데이션
로라메르시에,5896,크렘 스무드 파운데이션(크림 스무드 파운데이션),"78,000원",30g,파운데이션
로라메르시에,33505,실크 크림 포토 에디션 파운데이션,"72,000원",30ml,파운데이션
로라메르시에,101433,플로리스 퓨전 울트라-롱웨어 파운데이션,"69,000원",30ml,파운데이션
로라메르시에,77651,스무드 피니쉬 파운데이션 파우더,"68,000원",9.2g,파운데이션
로라메르시에,79649,아이 베이직스,"38,000원",5.1g,"포인트프라이머,파운데이션"
로라메르시에,16699,퓨어 스킨 파운데이션 (스무드 피니쉬 플로리스 플루이드),"65,000원",30ml,파운데이션
로레알파리,96404,비지블 리프트 블러 파운데이션 SPF 18,0원,40ml,파운데이션
로레알파리,37713,트루 매치 루미 파운데이션 SPF 20,"18,000원",30ml,파운데이션
로레알파리,76409,인펠리블 프로 매트 파운데이션,0원,1oz,파운데이션
로레알파리,77923,트루 매치 파운데이션,"24,000원",30ml,파운데이션
로레알파리,73229,루미 매직 파운데이션,0원,30ml,파운데이션
로레알파리,74279,트루 매치 수퍼 블랜다블 메이크업,0원,30ml,파운데이션
로레알파리,68297,트루 매치 루미 쿠션,0원,14.6g,"파운데이션,쿠션타입"
로쎄앙,19815,퍼팩션 리퀴드 파운데이션,"32,000원",35ml,파운데이션
로쎄앙,19814,퍼팩션 커버 파운데이션,"28,000원",16g,"파운데이션,하이라이터"
로쎄앙,49125,스틱 파운데이션,"30,000원",16g,파운데이션
로제(Rosee),103499,엘리쥬 오퍼스 크리스탈 쿠션 SPF50+ PA+++,"34,000원",13g*2,"파운데이션,쿠션타입"
로트리,80365,파우더리 무스 파운데이션 SPF40 PA++,"32,000원",40ml,파운데이션
로트리,100836,로사 센티폴리아 파우더리 쿠션 SPF50+ PA+++,"29,000원",15g*2,"파운데이션,쿠션타입"
로트리,46661,에센스 모이스처 쿠션 SPF50PA+++,"34,000원",15g*2,"파운데이션,쿠션타입"
로트리,52949,수채화 실크핏 파운데이션 SPF34 PA++,"29,000원",35ml,파운데이션
로트리,21379,젤리 찰 파운데이션 SPF18,"32,000원",35g,파운데이션
로트리,100837,로사 센티폴리아 듀이 쿠션 SPF 50+ PA+++,"29,000원",13g*2,"파운데이션,쿠션타입"
로트리,35268,로사 다브레카 파우더리 쿠션 SPF50+ PA+++,"27,000원",15g*2,"파운데이션,쿠션타입"
로하셀,92385,톤업 포어 프라이머 UV 쿠션 SPF50+PA++++,"38,000원",15g,"파운데이션,쿠션타입"
로하셀,81816,인 스킨라이즈 매직 파운데이션,"35,000원",30ml,파운데이션
로하셀,85042,플로리스 앰플 리퀴드 파운데이션,"46,000원",30ml,파운데이션
롬앤(ROMAND),102165,NEW 퍼펙트 핏팅 파운데이션,"34,000원",30ml,파운데이션
롬앤(ROMAND),80239,퍼펙트 핏팅 파운데이션,"36,000원",30ml,파운데이션
롭킨(LOV'KIN),101112,핑크 팩트,"40,000원",15g,"파운데이션,쿠션타입"
루나,19278,워터 파운 팩트 SPF35 PA++,"28,000원",12.5g,파운데이션
루나,53153,컴필레이션 더 위시 파운데이션 SPF14 PA++,"20,000원",43g,파운데이션
루나,34917,워터 에센스 파운팩트EX,"33,000원",12.5g,파운데이션
루나,105832,프로 2X 커버 쿠션,"30,000원",16g,"파운데이션,쿠션타입"
루나,71894,에센스 수분광 팩트 EX,"33,000원",12.5g,파운데이션
루나,2719,원더 에센셜 비비파운데이션,"30,000원",40ml,파운데이션
루나,47765,에센스 스틱 파운데이션 SPF37 PA+++,"30,000원",9.5g,파운데이션
루나,75163,프로 컨실 파운데,"33,000원",40ml,파운데이션
루나,89392,에센스 수분광 팩트 AD SPF50+ PA+++,"33,000원",12.5g*2,파운데이션
루나,54493,아방팝 파운팩트,"28,000원",12.5g,파운데이션
루나솔,19255,모델링 베이지 스킨 SPF30 PA++,"35,000원",30ml,파운데이션
루나솔,19258,스킨 모델링 파우더 파운데이션 SPF20 PA++,"66,000원",10.5g,파운데이션
루나솔,19256,스킨 모델링 워터 크림 파운데이션 SPF20 PA++　,"70,000원",30g,파운데이션
루나솔,19257,스킨 모델링 리퀴드 파운데이션 SPF21 PA++,"65,000원",25ml,파운데이션
루디아프레그런스,102289,악어 세럼 쿠션 퍼펙트 스킨 컬러 SPF50+ PA+++,"43,000원",12g,"파운데이션,쿠션타입"
리리코스,38010,마린 실크 레이어 파운더 SPF35 PA++,"45,000원",11g,파운데이션
리리코스,80730,마린 콜라겐 쿠션 EX,"45,000원",15g*2,"파운데이션,쿠션타입"
리리코스,106437,마린 UV 워터 쿠션 EX 내추럴 SPF50+ PA+++,"45,000원",15g*2,"파운데이션,쿠션타입"
리리코스,88944,마린 콜라겐 쿠션 LX SPF50+/PA+++,"45,000원",15g*2,"파운데이션,쿠션타입"
리리코스,3973,마린 UV 워터쿠션 SPF50+ PA+++,"45,000원",15g*2,"파운데이션,쿠션타입"
리리코스,33667,마린 콜라겐 쿠션 SPF50+ PA+++,"45,000원",15g*2,"파운데이션,쿠션타입"
리리코스,65769,마린 레디언스 더블 커버 파운데이션 SPF34 PA++,"45,000원",30ml,파운데이션
리리코스,97111,링클 디자인 리퀴드 팩트 SPF50+ PA+++,"45,000원",13g,"파운데이션,쿠션타입"
리리코스,105918,마린 플라센타 쿠션 SPF50+ PA+++,"60,000원",15g*2,"파운데이션,쿠션타입"
리리코스 마린에너지,81169,베일 커버 쿠션 SPF50+/PA+++,"22,000원",15g,"파운데이션,쿠션타입"
리스킨,82251,TS 미라클 누드 쿠션,"37,000원",15g,"파운데이션,쿠션타입"
리스킨,85468,TS 미라클 매트 파운데이션,"35,000원",30ml,파운데이션
리스킨,79413,미라클 매트 쿠션,"46,000원",15g,"파운데이션,쿠션타입"
리스킨,82249, TS 미라클 글로시 쿠션,"37,000원",15g,"파운데이션,쿠션타입"
리엔케이,44013,에센스 파운데이션  SPF35 PA+++,"60,000원",30ml,파운데이션
리엔케이,94085,스팟 앤 라이트 듀오팩트 SPF50+ PA+++,"57,000원",10ml,"파운데이션,팩트,쿠션타입"
리오엘리,27291,크리스탈 빔 쿠션 팩트,"42,000원",15g,"파운데이션,쿠션타입"
리오엘리,95932,매직 트윙클 커버 스틱 SPF50+ PA+++,"38,000원",12.5g,파운데이션
리원,80665,HD 커버리지 파운데이션 SPF50+ PA+++,"35,000원",15ml,파운데이션
림멜(RIMMEL),84463,래스팅 피니쉬 25H 파운데이션,0원,30ml,파운데이션
림멜(RIMMEL),72216,매치 퍼펙션 파운데이션 SPF 15,0원,30ml,파운데이션
림멜(RIMMEL),79127,스테이 매트 리퀴드 무스 파운데이션,0원,30ml,파운데이션
마녀공장,80200,허브쿠션 SPF50 PA+++,"33,000원",18g,"파운데이션,쿠션타입"
마루빌츠,93868,하이커버 파운데이션,"38,000원",30ml,파운데이션
마루빌츠,22433,엡솔루트 파운데이션,"37,000원",30ml,파운데이션
마몽드,85949,커버 글로우 파운데이션,"20,000원",30ml,파운데이션
마몽드,80912,하이 커버 리퀴드 쿠션 SPF34/PA++,"25,000원",15g,"파운데이션,쿠션타입"
마몽드,90938,브라이트닝 커버 파우더 쿠션 (SPF 50+/PA+++),"20,000원",15g,"파운데이션,쿠션타입"
마몽드,106314,올 스테이 파운데이션 SPF25 PA++,"12,000원",20ml,파운데이션
마몽드,655,토탈 솔루션 모이스처 파운데이션,"25,000원",30ml,파운데이션
마몽드,90953,브라이트닝 커버 워터리 쿠션 (SPF 50+/PA+++),"20,000원",15g,"파운데이션,쿠션타입"
마몽드,6597,소프트 블룸 파운데이션,"20,000원",30ml,파운데이션
마몽드,43389,모이스처 마스크 쿠션,"30,000원",15g*2,"파운데이션,쿠션타입"
마몽드,6611,리얼 스킨 파운더 (SPF 33 / PA++),"28,000원",13g,"파운데이션,팩트"
마스꼴로지,656,스마트 진동 파운데이션,"89,000원",-,"파운데이션,스펀지/퍼프"
마이에센스,23145,허니 트랜스루슨트 파운데이션,"67,000원",50ml,파운데이션
마이에센스,23144,포설린 트랜스루슨트 파운데이션,"67,000원",50ml,파운데이션
마이에센스,23143,바닐라 트랜스루슨트 파운데이션,"67,000원",50ml,파운데이션
마죠리카 마죠르카,105448,밀키 스킨 리메이커 SPF28 PA+++,"20,000원",10g,파운데이션
마죠리카 마죠르카,5282,스킨 리메이커 포어 커버,"20,000원",10g,파운데이션
마죠리카 마죠르카,45561,누드 메이크젤 SPF 30 PA+++,"12,600원",25g,파운데이션
마죠리카 마죠르카,89236,누드 메이크 젤 LB SPF30 PA+++,0원,25g,"파운데이션,컨실러,메이크업베이스"
마죠리카 마죠르카,75374,누드 메이크 젤 포 액티브 걸 LB,"18,000원",25g,"파운데이션,컨실러,메이크업베이스"
마크제이콥스,76421,지니어스 젤 수퍼-차지드 오일 프리 파운데이션,0원,30ml,파운데이션
마크제이콥스,85080,리마커블 파운데이션,0원,22ml,파운데이션
맥 (MAC),47293,스튜디오 워터웨이트 SPF30/PA++ 파운데이션,"50,000원",30ml,파운데이션
맥 (MAC),21352,스튜디오 스컬프트 SPF15 파운데이션,"45,000원",40ml,파운데이션
맥 (MAC),34758,프로 롱웨어 SPF 10 파운데이션 ,"49,000원",30ml,파운데이션
맥 (MAC),11591,프로 롱웨어 SPF20 컴팩트 파운데이션,"49,000원",10g,파운데이션
맥 (MAC),74118,페이스 앤 바디 파운데이션 ,0원,50ml,파운데이션
맥 (MAC),26094,스튜디오 픽스 플루이드,"46,000원",30ml,파운데이션
맥 (MAC),3000,미네랄라이즈 모이스처 SPF15 파운데이션,"55,000원",30ml,파운데이션
맥 (MAC),33716,스튜디오 픽스 플루이드 SPF15 PA++ 위드인리치드 안티옥시던트 컴플렉스,"46,000원",30ml,파운데이션
맥 (MAC),92312,스튜디오 픽스 파우더 플러스 파운데이션,0원,15g,"파운데이션,팩트"
맥 (MAC),673,미네랄라이즈 새틴 피니쉬 파운데이션 SPF15,"45,000원",30ml,파운데이션
맥 (MAC),90057,넥스트 투 낫띵 페이스 컬러,"49,000원",35ml,파운데이션
맥 (MAC),7441,스튜디오 퍼펙트 파운데이션 SPF15 PA+ ,"48,000원",13g,파운데이션
맥 (MAC),78091,스튜디오 픽스 플루이드 SPF15/PA++ 파운데이션 발란싱 콤플렉스,"48,000원",30ml,파운데이션
맥 (MAC),674,미네랄라이즈 파운데이션,"52,000원",10g,파운데이션
맥 (MAC),34318,프로 롱웨어 너리싱 워터프루프 파운데이션,"52,000원",25ml,파운데이션
맥 (MAC),40689,스튜디오 퍼펙트 SPF 15/PA+ 파운데이션 포티파이드 모이스처-퓨전 콤플렉스,"48,000원",13g,파운데이션
맥 (MAC),83394,매치마스터 쉐이드 인텔리전스 컴팩트,0원,13g,파운데이션
맥 (MAC),44225,라이트풀 C 마린-브라이트 포뮬라 SPF 30/PA+++ 파운데이션,"50,000원",14g,파운데이션
맥 (MAC),33679,마린-브라이트 포뮬라 SPF 25/PA+++ 파운데이션,"62,000원",14g,파운데이션
맥퀸뉴욕,99297,에어핏 커버 파운데이션 SPF25 PA++,"23,000원",35ml,파운데이션
